Scotland,Afghanistan,2009-04-19,ODI,Benoni,lost,89 runs,lost,2nd,206,10,40,5.15
Canada,Ireland,2009-04-19,ODI,Centurion,lost,9 wickets,lost,1st,185,10,48,3.85
Ireland,Canada,2009-04-19,ODI,Centurion,won,9 wickets,won,2nd,188,1,42.3,4.42
Kenya,Netherlands,2009-04-19,ODI,Potchefstroom,lost,6 wickets,lost,1st,179,10,43.1,4.14
Netherlands,Kenya,2009-04-19,ODI,Potchefstroom,won,6 wickets,won,2nd,183,4,32.1,5.68
Australia,Pakistan,2009-04-22,ODI,Dubai (DICS),lost,4 wickets,won,1st,168,10,38.5,4.32
Pakistan,Australia,2009-04-22,ODI,Dubai (DICS),won,4 wickets,lost,2nd,171,6,44.1,3.87
Pakistan,Australia,2009-04-24,ODI,Dubai (DICS),lost,6 wickets,won,1st,207,10,46.2,4.46
Australia,Pakistan,2009-04-24,ODI,Dubai (DICS),won,6 wickets,lost,2nd,208,4,45.1,4.6
Australia,Pakistan,2009-04-27,ODI,Abu Dhabi,won,27 runs,won,1st,198,7,50,3.96
Pakistan,Australia,2009-04-27,ODI,Abu Dhabi,lost,27 runs,lost,2nd,171,10,47.1,3.62
Pakistan,Australia,2009-05-01,ODI,Abu Dhabi,lost,8 wickets,won,1st,197,10,48.4,4.04
Australia,Pakistan,2009-05-01,ODI,Abu Dhabi,won,8 wickets,lost,2nd,200,2,44.2,4.51
Australia,Pakistan,2009-05-03,ODI,Abu Dhabi,lost,7 wickets,won,1st,250,4,50,5
Pakistan,Australia,2009-05-03,ODI,Abu Dhabi,won,7 wickets,lost,2nd,254,3,47,5.4
West Indies,England,2009-05-24,ODI,Bristol,lost,6 wickets,lost,1st,160,10,38.3,4.15
England,West Indies,2009-05-24,ODI,Bristol,won,6 wickets,won,2nd,161,4,36,4.47
England,West Indies,2009-05-26,ODI,Birmingham,won,58 runs,lost,1st,328,7,50,6.56
West Indies,England,2009-05-26,ODI,Birmingham,lost,58 runs,won,2nd,270,10,49.4,5.43
India,West Indies,2009-06-26,ODI,Kingston,won,20 runs,won,1st,339,6,50,6.78
West Indies,India,2009-06-26,ODI,Kingston,lost,20 runs,lost,2nd,319,10,48.1,6.62
India,West Indies,2009-06-28,ODI,Kingston,lost,8 wickets,won,1st,188,10,48.2,3.88
West Indies,India,2009-06-28,ODI,Kingston,won,8 wickets,lost,2nd,192,2,34.1,5.61
West Indies,India,2009-07-03,ODI,Gros Islet,lost,6 wickets,lost,1st,186,7,27,6.88
India,West Indies,2009-07-03,ODI,Gros Islet,won,6 wickets,won,2nd,159,4,21.5,7.28
Scotland,Canada,2009-07-07,ODI,Aberdeen,lost,6 wickets,lost,1st,286,4,50,5.72
Canada,Scotland,2009-07-07,ODI,Aberdeen,won,6 wickets,won,2nd,287,4,48.4,5.89
Canada,Scotland,2009-07-08,ODI,Aberdeen,lost,5 wickets,won,1st,250,9,50,5
Scotland,Canada,2009-07-08,ODI,Aberdeen,won,5 wickets,lost,2nd,253,5,47.2,5.34
Kenya,Ireland,2009-07-09,ODI,Dublin,lost,3 wickets,won,1st,214,9,50,4.28
Ireland,Kenya,2009-07-09,ODI,Dublin,won,3 wickets,lost,2nd,215,7,48.5,4.4
Netherlands,Canada,2009-07-11,ODI,Amstelveen,won,50 runs,lost,1st,237,7,50,4.74
Canada,Netherlands,2009-07-11,ODI,Amstelveen,lost,50 runs,won,2nd,187,10,39,4.79
Kenya,Ireland,2009-07-11,ODI,Dublin,lost,52 runs,won,1st,175,10,45.1,3.87
Ireland,Kenya,2009-07-11,ODI,Dublin,won,52 runs,lost,2nd,104,1,21,4.95
Ireland,Kenya,2009-07-12,ODI,Dublin,won,4 runs,lost,1st,256,7,50,5.12
Kenya,Ireland,2009-07-12,ODI,Dublin,lost,4 runs,won,2nd,240,6,46,5.21
Bangladesh,West Indies,2009-07-26,ODI,Roseau,won,52 runs,lost,1st,246,9,50,4.92
West Indies,Bangladesh,2009-07-26,ODI,Roseau,lost,52 runs,won,2nd,194,10,43.4,4.44
West Indies,Bangladesh,2009-07-28,ODI,Roseau,lost,3 wickets,won,1st,274,6,50,5.48
Bangladesh,West Indies,2009-07-28,ODI,Roseau,won,3 wickets,lost,2nd,276,7,49,5.63
Sri Lanka,Pakistan,2009-07-30,ODI,Dambulla,won,36 runs,lost,1st,232,9,50,4.64
Pakistan,Sri Lanka,2009-07-30,ODI,Dambulla,lost,36 runs,won,2nd,196,10,44.4,4.38
West Indies,Bangladesh,2009-07-31,ODI,Basseterre,lost,3 wickets,won,1st,248,10,47.4,5.2
Bangladesh,West Indies,2009-07-31,ODI,Basseterre,won,3 wickets,lost,2nd,249,7,48.5,5.09
Pakistan,Sri Lanka,2009-08-01,ODI,Dambulla,lost,6 wickets,lost,1st,168,10,47,3.57
Sri Lanka,Pakistan,2009-08-01,ODI,Dambulla,won,6 wickets,won,2nd,169,4,43.4,3.87
Pakistan,Sri Lanka,2009-08-03,ODI,Dambulla,lost,6 wickets,lost,1st,288,8,50,5.76
Sri Lanka,Pakistan,2009-08-03,ODI,Dambulla,won,6 wickets,won,2nd,289,4,46.3,6.21
Pakistan,Sri Lanka,2009-08-07,ODI,Colombo (RPS),won,146 runs,won,1st,321,5,50,6.42
Sri Lanka,Pakistan,2009-08-07,ODI,Colombo (RPS),lost,146 runs,lost,2nd,175,10,36.1,4.83
Zimbabwe,Bangladesh,2009-08-09,ODI,Bulawayo,lost,8 wickets,lost,1st,207,10,47.5,4.32
Bangladesh,Zimbabwe,2009-08-09,ODI,Bulawayo,won,8 wickets,won,2nd,211,2,34.3,6.11
Pakistan,Sri Lanka,2009-08-09,ODI,Colombo (RPS),won,132 runs,won,1st,279,8,50,5.58
Sri Lanka,Pakistan,2009-08-09,ODI,Colombo (RPS),lost,132 runs,lost,2nd,147,10,34.2,4.28
Bangladesh,Zimbabwe,2009-08-11,ODI,Bulawayo,won,49 runs,lost,1st,320,8,50,6.4
Zimbabwe,Bangladesh,2009-08-11,ODI,Bulawayo,lost,49 runs,won,2nd,271,10,46.1,5.87
Zimbabwe,Bangladesh,2009-08-14,ODI,Bulawayo,won,69 runs,lost,1st,323,7,50,6.46
Bangladesh,Zimbabwe,2009-08-14,ODI,Bulawayo,lost,69 runs,won,2nd,254,10,44.2,5.72
Zimbabwe,Bangladesh,2009-08-16,ODI,Bulawayo,lost,4 wickets,won,1st,312,8,50,6.24
Bangladesh,Zimbabwe,2009-08-16,ODI,Bulawayo,won,4 wickets,lost,2nd,313,6,47.5,6.54
Zimbabwe,Bangladesh,2009-08-18,ODI,Bulawayo,lost,5 wickets,won,1st,209,10,46.4,4.47
Bangladesh,Zimbabwe,2009-08-18,ODI,Bulawayo,won,5 wickets,lost,2nd,212,5,47.5,4.43
Kenya,Canada,2009-08-19,ODI,King City (NW),lost,9 wickets,lost,1st,113,10,33.1,3.4
Canada,Kenya,2009-08-19,ODI,King City (NW),won,9 wickets,won,2nd,117,1,16.2,7.16
Ireland,Scotland,2009-08-22,ODI,Aberdeen,won,96 runs,lost,1st,205,9,50,4.1
Scotland,Ireland,2009-08-22,ODI,Aberdeen,lost,96 runs,won,2nd,109,10,40.3,2.69
England,Ireland,2009-08-27,ODI,Belfast,won,3 runs,won,1st,203,9,50,4.06
Ireland,England,2009-08-27,ODI,Belfast,lost,3 runs,lost,2nd,112,9,20,5.6
Australia,Scotland,2009-08-28,ODI,Edinburgh,won,189 runs,lost,1st,345,10,50,6.9
Scotland,Australia,2009-08-28,ODI,Edinburgh,lost,189 runs,won,2nd,156,10,39.3,3.94
Netherlands,Afghanistan,2009-08-30,ODI,Amstelveen,won,8 runs,lost,1st,188,10,47,4
Afghanistan,Netherlands,2009-08-30,ODI,Amstelveen,lost,8 runs,won,2nd,180,10,49.5,3.61
Netherlands,Afghanistan,2009-09-01,ODI,Amstelveen,lost,6 wickets,won,1st,231,7,50,4.62
Afghanistan,Netherlands,2009-09-01,ODI,Amstelveen,won,6 wickets,lost,2nd,232,4,46.4,4.97
Australia,England,2009-09-04,ODI,The Oval,won,4 runs,lost,1st,260,5,50,5.2
England,Australia,2009-09-04,ODI,The Oval,lost,4 runs,won,2nd,256,8,50,5.12
Sri Lanka,New Zealand,2009-09-08,ODI,Colombo (RPS),won,97 runs,won,1st,216,7,50,4.32
New Zealand,Sri Lanka,2009-09-08,ODI,Colombo (RPS),lost,97 runs,lost,2nd,119,10,36.1,3.29
England,Australia,2009-09-09,ODI,Southampton,lost,6 wickets,won,1st,228,9,50,4.56
Australia,England,2009-09-09,ODI,Southampton,won,6 wickets,lost,2nd,230,4,48.3,4.74
New Zealand,India,2009-09-11,ODI,Colombo (RPS),lost,6 wickets,won,1st,155,10,46.3,3.33
India,New Zealand,2009-09-11,ODI,Colombo (RPS),won,6 wickets,lost,2nd,156,4,40.3,3.85
Sri Lanka,India,2009-09-12,ODI,Colombo (RPS),won,139 runs,won,1st,307,6,50,6.14
India,Sri Lanka,2009-09-12,ODI,Colombo (RPS),lost,139 runs,lost,2nd,168,10,37.2,4.5
India,Sri Lanka,2009-09-14,ODI,Colombo (RPS),won,46 runs,won,1st,319,5,50,6.38
Sri Lanka,India,2009-09-14,ODI,Colombo (RPS),lost,46 runs,lost,2nd,273,10,46.4,5.85
England,Australia,2009-09-15,ODI,Nottingham,lost,4 wickets,won,1st,299,10,50,5.98
Australia,England,2009-09-15,ODI,Nottingham,won,4 wickets,lost,2nd,302,6,48.2,6.24
Australia,England,2009-09-17,ODI,Nottingham,won,111 runs,won,1st,296,8,50,5.92
England,Australia,2009-09-17,ODI,Nottingham,lost,111 runs,lost,2nd,185,10,41,4.51
Australia,England,2009-09-20,ODI,Chester-le-Street,lost,4 wickets,lost,1st,176,10,45.5,3.84
England,Australia,2009-09-20,ODI,Chester-le-Street,won,4 wickets,won,2nd,177,6,40,4.42
Sri Lanka,South Africa,2009-09-22,ODI,Centurion,won,55 runs,lost,1st,319,8,50,6.38
South Africa,Sri Lanka,2009-09-22,ODI,Centurion,lost,55 runs,won,2nd,206,7,37.4,5.46
West Indies,Pakistan,2009-09-23,ODI,Johannesburg,lost,5 wickets,won,1st,133,10,34.3,3.85
Pakistan,West Indies,2009-09-23,ODI,Johannesburg,won,5 wickets,lost,2nd,134,5,30.3,4.39
New Zealand,South Africa,2009-09-24,ODI,Centurion,lost,5 wickets,lost,1st,214,10,47.5,4.47
South Africa,New Zealand,2009-09-24,ODI,Centurion,won,5 wickets,won,2nd,217,5,41.1,5.27
Sri Lanka,England,2009-09-25,ODI,Johannesburg,lost,6 wickets,lost,1st,212,10,47.3,4.46
England,Sri Lanka,2009-09-25,ODI,Johannesburg,won,6 wickets,won,2nd,213,4,45,4.73
Australia,West Indies,2009-09-26,ODI,Johannesburg,won,50 runs,lost,1st,275,8,50,5.5
West Indies,Australia,2009-09-26,ODI,Johannesburg,lost,50 runs,won,2nd,225,10,46.5,4.8
Pakistan,India,2009-09-26,ODI,Centurion,won,54 runs,won,1st,302,9,50,6.04
India,Pakistan,2009-09-26,ODI,Centurion,lost,54 runs,lost,2nd,248,10,44.5,5.53
New Zealand,Sri Lanka,2009-09-27,ODI,Johannesburg,won,38 runs,lost,1st,315,7,50,6.3
Sri Lanka,New Zealand,2009-09-27,ODI,Johannesburg,lost,38 runs,won,2nd,277,10,46.4,5.93
England,South Africa,2009-09-27,ODI,Centurion,won,22 runs,won,1st,323,8,50,6.46
South Africa,England,2009-09-27,ODI,Centurion,lost,22 runs,lost,2nd,301,9,50,6.02
England,New Zealand,2009-09-29,ODI,Johannesburg,lost,4 wickets,lost,1st,146,10,43.1,3.38
New Zealand,England,2009-09-29,ODI,Johannesburg,won,4 wickets,won,2nd,147,6,27.1,5.41
Pakistan,Australia,2009-09-30,ODI,Centurion,lost,2 wickets,lost,1st,205,6,50,4.1
Australia,Pakistan,2009-09-30,ODI,Centurion,won,2 wickets,won,2nd,206,8,50,4.12
West Indies,India,2009-09-30,ODI,Johannesburg,lost,7 wickets,lost,1st,129,10,36,3.58
India,West Indies,2009-09-30,ODI,Johannesburg,won,7 wickets,won,2nd,130,3,32.1,4.04
England,Australia,2009-10-02,ODI,Centurion,lost,9 wickets,won,1st,257,10,47.4,5.39
Australia,England,2009-10-02,ODI,Centurion,won,9 wickets,lost,2nd,258,1,41.5,6.16
Pakistan,New Zealand,2009-10-03,ODI,Johannesburg,lost,5 wickets,won,1st,233,9,50,4.66
New Zealand,Pakistan,2009-10-03,ODI,Johannesburg,won,5 wickets,lost,2nd,234,5,47.5,4.89
New Zealand,Australia,2009-10-05,ODI,Centurion,lost,6 wickets,won,1st,200,9,50,4
Australia,New Zealand,2009-10-05,ODI,Centurion,won,6 wickets,lost,2nd,206,4,45.2,4.54
Zimbabwe,Kenya,2009-10-12,ODI,Harare,won,91 runs,won,1st,313,4,50,6.26
Kenya,Zimbabwe,2009-10-12,ODI,Harare,lost,91 runs,lost,2nd,222,10,49.5,4.45
Zimbabwe,Kenya,2009-10-13,ODI,Harare,won,86 runs,won,1st,263,7,50,5.26
Kenya,Zimbabwe,2009-10-13,ODI,Harare,lost,86 runs,lost,2nd,177,10,44.5,3.94
Kenya,Zimbabwe,2009-10-15,ODI,Harare,won,20 runs,won,1st,266,9,50,5.32
Zimbabwe,Kenya,2009-10-15,ODI,Harare,lost,20 runs,lost,2nd,246,10,49.5,4.93
Kenya,Zimbabwe,2009-10-17,ODI,Harare,lost,6 wickets,won,1st,270,8,50,5.4
Zimbabwe,Kenya,2009-10-17,ODI,Harare,won,6 wickets,lost,2nd,271,4,48,5.64
Zimbabwe,Kenya,2009-10-18,ODI,Harare,won,142 runs,won,1st,329,3,50,6.58
Kenya,Zimbabwe,2009-10-18,ODI,Harare,lost,142 runs,lost,2nd,187,10,39.3,4.73
Australia,India,2009-10-25,ODI,Vadodara,won,4 runs,won,1st,292,8,50,5.84
India,Australia,2009-10-25,ODI,Vadodara,lost,4 runs,lost,2nd,288,8,50,5.76
Bangladesh,Zimbabwe,2009-10-27,ODI,Mirpur,lost,5 wickets,lost,1st,186,10,46.5,3.97
Zimbabwe,Bangladesh,2009-10-27,ODI,Mirpur,won,5 wickets,won,2nd,189,5,34.4,5.45
India,Australia,2009-10-28,ODI,Nagpur,won,99 runs,lost,1st,354,7,50,7.08
Australia,India,2009-10-28,ODI,Nagpur,lost,99 runs,won,2nd,255,10,48.3,5.25
Zimbabwe,Bangladesh,2009-10-29,ODI,Mirpur,lost,7 wickets,won,1st,219,10,47.2,4.62
Bangladesh,Zimbabwe,2009-10-29,ODI,Mirpur,won,7 wickets,lost,2nd,221,3,29.3,7.49
Bangladesh,Zimbabwe,2009-10-31,ODI,Mirpur,won,4 wickets,won,2nd,198,6,40.4,4.86
Australia,India,2009-10-31,ODI,Delhi,lost,6 wickets,won,1st,229,5,50,4.58
India,Australia,2009-10-31,ODI,Delhi,won,6 wickets,lost,2nd,230,4,48.2,4.75
Australia,India,2009-11-02,ODI,Mohali,won,24 runs,lost,1st,250,10,49.2,5.06
India,Australia,2009-11-02,ODI,Mohali,lost,24 runs,won,2nd,226,10,46.4,4.84
Zimbabwe,Bangladesh,2009-11-03,ODI,Chattogram,lost,6 wickets,won,1st,44,10,24.5,1.77
Bangladesh,Zimbabwe,2009-11-03,ODI,Chattogram,won,6 wickets,lost,2nd,49,4,11.5,4.14
Pakistan,New Zealand,2009-11-03,ODI,Abu Dhabi,won,138 runs,won,1st,287,9,50,5.74
New Zealand,Pakistan,2009-11-03,ODI,Abu Dhabi,lost,138 runs,lost,2nd,149,10,39.2,3.78
Zimbabwe,Bangladesh,2009-11-05,ODI,Chattogram,lost,1 wickets,lost,1st,221,9,50,4.42
Bangladesh,Zimbabwe,2009-11-05,ODI,Chattogram,won,1 wickets,won,2nd,222,9,49,4.53
Australia,India,2009-11-05,ODI,Hyderabad,won,3 runs,won,1st,350,4,50,7
India,Australia,2009-11-05,ODI,Hyderabad,lost,3 runs,lost,2nd,347,10,49.4,6.98
New Zealand,Pakistan,2009-11-06,ODI,Abu Dhabi,won,64 runs,won,1st,303,8,50,6.06
Pakistan,New Zealand,2009-11-06,ODI,Abu Dhabi,lost,64 runs,lost,2nd,239,10,47.2,5.04
India,Australia,2009-11-08,ODI,Guwahati,lost,6 wickets,won,1st,170,10,48,3.54
Australia,India,2009-11-08,ODI,Guwahati,won,6 wickets,lost,2nd,172,4,41.5,4.11
South Africa,Zimbabwe,2009-11-08,ODI,Benoni,won,45 runs,lost,1st,295,5,50,5.9
Zimbabwe,South Africa,2009-11-08,ODI,Benoni,lost,45 runs,won,2nd,250,6,50,5
New Zealand,Pakistan,2009-11-09,ODI,Abu Dhabi,won,7 runs,won,1st,211,10,46.3,4.53
Pakistan,New Zealand,2009-11-09,ODI,Abu Dhabi,lost,7 runs,lost,2nd,204,10,49.1,4.14
South Africa,Zimbabwe,2009-11-10,ODI,Centurion,won,212 runs,lost,1st,331,5,50,6.62
Zimbabwe,South Africa,2009-11-10,ODI,Centurion,lost,212 runs,won,2nd,119,10,34.3,3.44
South Africa,England,2009-11-22,ODI,Centurion,lost,7 wickets,lost,1st,250,9,50,5
England,South Africa,2009-11-22,ODI,Centurion,won,7 wickets,won,2nd,252,3,46,5.47
South Africa,England,2009-11-27,ODI,Cape Town,won,112 runs,won,1st,354,6,50,7.08
England,South Africa,2009-11-27,ODI,Cape Town,lost,112 runs,lost,2nd,242,10,41.3,5.83
South Africa,England,2009-11-29,ODI,Gqeberha,lost,7 wickets,won,1st,119,10,36.5,3.23
England,South Africa,2009-11-29,ODI,Gqeberha,won,7 wickets,lost,2nd,121,3,31.2,3.86
India,Sri Lanka,2009-12-15,ODI,Rajkot,won,3 runs,lost,1st,414,7,50,8.28
Sri Lanka,India,2009-12-15,ODI,Rajkot,lost,3 runs,won,2nd,411,8,50,8.22
India,Sri Lanka,2009-12-18,ODI,Nagpur,lost,3 wickets,won,1st,301,7,50,6.02
Sri Lanka,India,2009-12-18,ODI,Nagpur,won,3 wickets,lost,2nd,302,7,49.1,6.14
Sri Lanka,India,2009-12-21,ODI,Cuttack,lost,7 wickets,won,1st,239,10,44.2,5.39
India,Sri Lanka,2009-12-21,ODI,Cuttack,won,7 wickets,lost,2nd,243,3,42.3,5.71
Sri Lanka,India,2009-12-24,ODI,Eden Gardens,lost,7 wickets,won,1st,315,6,50,6.3
India,Sri Lanka,2009-12-24,ODI,Eden Gardens,won,7 wickets,lost,2nd,317,3,48.1,6.58
Bangladesh,Sri Lanka,2010-01-04,ODI,Mirpur,lost,7 wickets,lost,1st,260,7,50,5.2
Sri Lanka,Bangladesh,2010-01-04,ODI,Mirpur,won,7 wickets,won,2nd,261,3,44.5,5.82
India,Sri Lanka,2010-01-05,ODI,Mirpur,lost,5 wickets,lost,1st,279,9,50,5.58
Sri Lanka,India,2010-01-05,ODI,Mirpur,won,5 wickets,won,2nd,283,5,48,5.89
Bangladesh,India,2010-01-07,ODI,Mirpur,lost,6 wickets,won,1st,296,6,50,5.92
India,Bangladesh,2010-01-07,ODI,Mirpur,won,6 wickets,lost,2nd,297,4,47.3,6.25
Bangladesh,Sri Lanka,2010-01-08,ODI,Mirpur,lost,9 wickets,lost,1st,249,9,50,4.98
Sri Lanka,Bangladesh,2010-01-08,ODI,Mirpur,won,9 wickets,won,2nd,252,1,42.5,5.88
Sri Lanka,India,2010-01-10,ODI,Mirpur,lost,8 wickets,won,1st,213,10,46.1,4.61
India,Sri Lanka,2010-01-10,ODI,Mirpur,won,8 wickets,lost,2nd,214,2,32.4,6.55
Bangladesh,India,2010-01-11,ODI,Mirpur,lost,6 wickets,lost,1st,247,6,50,4.94
India,Bangladesh,2010-01-11,ODI,Mirpur,won,6 wickets,won,2nd,249,4,43,5.79
India,Sri Lanka,2010-01-13,ODI,Mirpur,lost,4 wickets,lost,1st,245,10,48.2,5.06
Sri Lanka,India,2010-01-13,ODI,Mirpur,won,4 wickets,won,2nd,249,6,48.3,5.13
Pakistan,Australia,2010-01-22,ODI,Brisbane,lost,5 wickets,won,1st,274,10,49.4,5.51
Australia,Pakistan,2010-01-22,ODI,Brisbane,won,5 wickets,lost,2nd,275,5,48.3,5.67
Australia,Pakistan,2010-01-24,ODI,Sydney,won,140 runs,lost,1st,267,6,50,5.34
Pakistan,Australia,2010-01-24,ODI,Sydney,lost,140 runs,won,2nd,127,10,37.3,3.38
Australia,Pakistan,2010-01-26,ODI,Adelaide,won,40 runs,won,1st,286,6,50,5.72
Pakistan,Australia,2010-01-26,ODI,Adelaide,lost,40 runs,lost,2nd,246,10,47.4,5.16
Australia,Pakistan,2010-01-29,ODI,W.A.C.A,won,135 runs,won,1st,277,8,50,5.54
Pakistan,Australia,2010-01-29,ODI,W.A.C.A,lost,135 runs,lost,2nd,142,10,37.5,3.75
Pakistan,Australia,2010-01-31,ODI,W.A.C.A,lost,2 wickets,won,1st,212,10,49.3,4.28
Australia,Pakistan,2010-01-31,ODI,W.A.C.A,won,2 wickets,lost,2nd,213,8,49.2,4.31
New Zealand,Bangladesh,2010-02-05,ODI,Napier,won,146 runs,won,1st,336,9,50,6.72
Bangladesh,New Zealand,2010-02-05,ODI,Napier,lost,146 runs,lost,2nd,190,10,43.5,4.33
Australia,West Indies,2010-02-07,ODI,Melbourne,won,113 runs,lost,1st,256,8,50,5.12
West Indies,Australia,2010-02-07,ODI,Melbourne,lost,113 runs,won,2nd,143,10,34.2,4.16
Bangladesh,New Zealand,2010-02-08,ODI,Dunedin,lost,5 wickets,lost,1st,183,8,50,3.66
New Zealand,Bangladesh,2010-02-08,ODI,Dunedin,won,5 wickets,won,2nd,185,5,27.3,6.72
West Indies,Australia,2010-02-09,ODI,Adelaide,lost,8 wickets,won,1st,170,10,39.4,4.28
Australia,West Indies,2010-02-09,ODI,Adelaide,won,8 wickets,lost,2nd,171,2,26.3,6.45
Bangladesh,New Zealand,2010-02-11,ODI,Christchurch,lost,3 wickets,lost,1st,241,9,50,4.82
New Zealand,Bangladesh,2010-02-11,ODI,Christchurch,won,3 wickets,won,2nd,244,7,44.5,5.44
Australia,West Indies,2010-02-14,ODI,Brisbane,won,50 runs,lost,1st,324,7,50,6.48
West Indies,Australia,2010-02-14,ODI,Brisbane,lost,50 runs,won,2nd,274,8,50,5.48
Netherlands,Kenya,2010-02-16,ODI,Nairobi (Gym),lost,6 wickets,lost,1st,219,9,50,4.38
Kenya,Netherlands,2010-02-16,ODI,Nairobi (Gym),won,6 wickets,won,2nd,221,4,34.5,6.34
Netherlands,Kenya,2010-02-18,ODI,Nairobi (Gym),won,80 runs,lost,1st,200,10,48.4,4.1
Kenya,Netherlands,2010-02-18,ODI,Nairobi (Gym),lost,80 runs,won,2nd,120,10,32,3.75
Afghanistan,Canada,2010-02-18,ODI,Sharjah,lost,4 wickets,lost,1st,177,10,43.1,4.1
Canada,Afghanistan,2010-02-18,ODI,Sharjah,won,4 wickets,won,2nd,178,6,39.2,4.52
Australia,West Indies,2010-02-19,ODI,Melbourne,won,125 runs,won,1st,324,5,50,6.48
West Indies,Australia,2010-02-19,ODI,Melbourne,lost,125 runs,lost,2nd,199,10,36.5,5.4
India,South Africa,2010-02-21,ODI,Jaipur,won,1 runs,lost,1st,298,9,50,5.96
South Africa,India,2010-02-21,ODI,Jaipur,lost,1 runs,won,2nd,297,10,50,5.94
India,South Africa,2010-02-24,ODI,Gwalior,won,153 runs,won,1st,401,3,50,8.02
South Africa,India,2010-02-24,ODI,Gwalior,lost,153 runs,lost,2nd,248,10,42.5,5.78
South Africa,India,2010-02-27,ODI,Ahmedabad,won,90 runs,won,1st,365,2,50,7.3
India,South Africa,2010-02-27,ODI,Ahmedabad,lost,90 runs,lost,2nd,275,10,44.3,6.17
Bangladesh,England,2010-02-28,ODI,Mirpur,lost,6 wickets,lost,1st,228,10,45.4,4.99
England,Bangladesh,2010-02-28,ODI,Mirpur,won,6 wickets,won,2nd,229,4,46,4.97
Bangladesh,England,2010-03-02,ODI,Mirpur,lost,2 wickets,lost,1st,260,6,50,5.2
England,Bangladesh,2010-03-02,ODI,Mirpur,won,2 wickets,won,2nd,261,8,48.5,5.34
Australia,New Zealand,2010-03-03,ODI,Napier,lost,2 wickets,won,1st,275,8,50,5.5
New Zealand,Australia,2010-03-03,ODI,Napier,won,2 wickets,lost,2nd,281,8,49.2,5.69
Zimbabwe,West Indies,2010-03-04,ODI,Providence,won,2 runs,won,1st,254,5,50,5.08
West Indies,Zimbabwe,2010-03-04,ODI,Providence,lost,2 runs,lost,2nd,252,9,50,5.04
England,Bangladesh,2010-03-05,ODI,Chattogram,won,45 runs,lost,1st,284,5,50,5.68
Bangladesh,England,2010-03-05,ODI,Chattogram,lost,45 runs,won,2nd,239,9,50,4.78
Australia,New Zealand,2010-03-06,ODI,Auckland,won,12 runs,won,1st,273,7,50,5.46
New Zealand,Australia,2010-03-06,ODI,Auckland,lost,12 runs,lost,2nd,253,10,43.2,5.83
Zimbabwe,West Indies,2010-03-06,ODI,Providence,lost,4 wickets,won,1st,206,10,49.5,4.13
West Indies,Zimbabwe,2010-03-06,ODI,Providence,won,4 wickets,lost,2nd,208,6,47.5,4.34
New Zealand,Australia,2010-03-09,ODI,Hamilton,lost,6 wickets,lost,1st,245,10,46.2,5.28
Zimbabwe,Bangladesh,2009-10-31,ODI,Mirpur,lost,4 wickets,lost,1st,196,10,41.1,4.76
Australia,New Zealand,2010-03-09,ODI,Hamilton,won,6 wickets,won,2nd,248,4,47.2,5.23
West Indies,Zimbabwe,2010-03-10,ODI,Kingstown,won,141 runs,lost,1st,245,9,50,4.9
Zimbabwe,West Indies,2010-03-10,ODI,Kingstown,lost,141 runs,won,2nd,104,10,31.5,3.26
New Zealand,Australia,2010-03-11,ODI,Auckland,lost,6 wickets,lost,1st,238,10,44.1,5.38
Australia,New Zealand,2010-03-11,ODI,Auckland,won,6 wickets,won,2nd,202,4,31.1,6.48
Zimbabwe,West Indies,2010-03-12,ODI,Kingstown,lost,4 wickets,lost,1st,141,10,48.2,2.91
West Indies,Zimbabwe,2010-03-12,ODI,Kingstown,won,4 wickets,won,2nd,142,6,34.3,4.11
New Zealand,Australia,2010-03-13,ODI,Wellington,won,51 runs,lost,1st,241,9,50,4.82
Australia,New Zealand,2010-03-13,ODI,Wellington,lost,51 runs,won,2nd,190,10,46.1,4.11
Zimbabwe,West Indies,2010-03-14,ODI,Kingstown,lost,4 wickets,lost,1st,161,10,50,3.22
West Indies,Zimbabwe,2010-03-14,ODI,Kingstown,won,4 wickets,won,2nd,165,6,27.4,5.96
West Indies,Canada,2010-04-13,ODI,Kingston,won,208 runs,won,1st,316,4,50,6.32
Canada,West Indies,2010-04-13,ODI,Kingston,lost,208 runs,lost,2nd,108,10,39.2,2.74
Ireland,West Indies,2010-04-15,ODI,Kingston,lost,6 wickets,won,1st,219,10,50,4.38
West Indies,Ireland,2010-04-15,ODI,Kingston,won,6 wickets,lost,2nd,213,4,44,4.84
South Africa,West Indies,2010-05-22,ODI,North Sound,won,66 runs,lost,1st,280,7,48,5.83
West Indies,South Africa,2010-05-22,ODI,North Sound,lost,66 runs,won,2nd,215,10,44.1,4.86
South Africa,West Indies,2010-05-24,ODI,North Sound,won,17 runs,won,1st,300,5,50,6
West Indies,South Africa,2010-05-24,ODI,North Sound,lost,17 runs,lost,2nd,283,10,48.1,5.87
India,Zimbabwe,2010-05-28,ODI,Bulawayo,lost,6 wickets,won,1st,285,5,50,5.7
Zimbabwe,India,2010-05-28,ODI,Bulawayo,won,6 wickets,lost,2nd,289,4,48.2,5.97
South Africa,West Indies,2010-05-28,ODI,Roseau,won,67 runs,won,1st,224,10,47.2,4.73
West Indies,South Africa,2010-05-28,ODI,Roseau,lost,67 runs,lost,2nd,157,10,38,4.13
